run_id,category,report,task,agent_group,agent_id,model,effort,rounds,input_tokens,cached_input_tokens,output_tokens,reasoning_tokens,total_tokens,passed,checks,success_rate,cost_usd,usage_available,usage_source,round_usage_total_tokens,round_usage_checked,aggregate_snapshot_usage_rounds,excluded_duplicate_usage_rounds,reported_total_tokens,reported_cost_usd,source_path
bandit-incremental-cache-control-tura-balanced-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,bandit-incremental-cache-control,tura-balanced,tura-balanced-gpt5.6-sol-high,gpt-5.6-sol,high,19,1623438,1494272,33779,12640,1657217,1,1,1.0,2.406336,True,task-report.source,1657217,True,0,0,1657217,2.406336,C:\Users\liuliu\Documents\tura-benchmark\results\debug\report-deepswe-v1.1-gpt56-sol-local-r01\bandit-incremental-cache-control\tura-balanced\bandit-incremental-cache-control-tura-balanced-run-01\metadata\contracts\harness-report.json
bandit-incremental-cache-control-tura-direct-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,bandit-incremental-cache-control,tura-direct,tura-direct-gpt5.6-sol-high,gpt-5.6-sol,high,11,523845,447744,18154,5702,541999,0,1,0.0,1.148997,True,task-report.source,541999,True,0,0,541999,1.148997,C:\Users\liuliu\Documents\tura-benchmark\results\debug\report-deepswe-v1.1-gpt56-sol-local-r01\bandit-incremental-cache-control\tura-direct\bandit-incremental-cache-control-tura-direct-run-01\metadata\contracts\harness-report.json
boa-hierarchical-evaluation-cancellation-codex-cli-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,boa-hierarchical-evaluation-cancellation,codex-cli,codex-cli-gpt5.6-sol-medium,gpt-5.6-sol,medium,48,5109400,4883456,14702,3141,5124102,1,1,1.0,4.012508,True,task-report.source,5124102,True,0,0,5124102,4.012508,C:\Users\liuliu\Documents\tura-benchmark\results\debug\report-deepswe-v1.1-gpt56-sol-local-r01\boa-hierarchical-evaluation-cancellation\codex-cli\boa-hierarchical-evaluation-cancellation-codex-cli-run-01\metadata\contracts\harness-report.json
boa-hierarchical-evaluation-cancellation-tura-balanced-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,boa-hierarchical-evaluation-cancellation,tura-balanced,tura-balanced-gpt5.6-sol-high,gpt-5.6-sol,high,32,3391387,3209216,36624,15246,3428011,1,1,1.0,3.614183,True,task-report.source,3428011,True,0,0,3428011,3.614183,C:\Users\liuliu\Documents\tura-benchmark\results\debug\report-deepswe-v1.1-gpt56-sol-local-r01\boa-hierarchical-evaluation-cancellation\tura-balanced\boa-hierarchical-evaluation-cancellation-tura-balanced-run-01\metadata\contracts\harness-report.json
boa-hierarchical-evaluation-cancellation-tura-direct-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,boa-hierarchical-evaluation-cancellation,tura-direct,tura-direct-gpt5.6-sol-high,gpt-5.6-sol,high,27,2361369,2222336,27457,12397,2388826,1,1,1.0,2.630043,True,task-report.source,2388826,True,0,0,2388826,2.630043,C:\Users\liuliu\Documents\tura-benchmark\results\debug\report-deepswe-v1.1-gpt56-sol-local-r01\boa-hierarchical-evaluation-cancellation\tura-direct\boa-hierarchical-evaluation-cancellation-tura-direct-run-01\metadata\contracts\harness-report.json
csstree-shorthand-expansion-compression-codex-cli-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,csstree-shorthand-expansion-compression,codex-cli,codex-cli-gpt5.6-sol-medium,gpt-5.6-sol,medium,52,5093501,5017088,17499,4792,5111000,1,1,1.0,3.415579,True,task-report.source,5111000,True,0,0,5111000,3.415579,C:\Users\liuliu\Documents\tura-benchmark\results\debug\report-deepswe-v1.1-gpt56-sol-local-r01\csstree-shorthand-expansion-compression\codex-cli\csstree-shorthand-expansion-compression-codex-cli-run-01\metadata\contracts\harness-report.json
csstree-shorthand-expansion-compression-tura-balanced-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,csstree-shorthand-expansion-compression,tura-balanced,tura-balanced-gpt5.6-sol-high,gpt-5.6-sol,high,17,1158621,1051392,16514,7147,1175135,1,1,1.0,1.557261,True,task-report.source,1175135,True,0,0,1175135,1.557261,C:\Users\liuliu\Documents\tura-benchmark\results\debug\report-deepswe-v1.1-gpt56-sol-local-r01\csstree-shorthand-expansion-compression\tura-balanced\csstree-shorthand-expansion-compression-tura-balanced-run-01\metadata\contracts\harness-report.json
csstree-shorthand-expansion-compression-tura-direct-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,csstree-shorthand-expansion-compression,tura-direct,tura-direct-gpt5.6-sol-high,gpt-5.6-sol,high,15,841925,756992,21880,9126,863805,1,1,1.0,1.459561,True,task-report.source,863805,True,0,0,863805,1.459561,C:\Users\liuliu\Documents\tura-benchmark\results\debug\report-deepswe-v1.1-gpt56-sol-local-r01\csstree-shorthand-expansion-compression\tura-direct\csstree-shorthand-expansion-compression-tura-direct-run-01\metadata\contracts\harness-report.json
dasel-html-document-format-codex-cli-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,dasel-html-document-format,codex-cli,codex-cli-gpt5.6-sol-medium,gpt-5.6-sol,medium,33,3044768,2858624,13691,1898,3058459,0,1,0.0,2.770762,True,task-report.source,3058459,True,0,0,3058459,2.770762,C:\Users\liuliu\Documents\tura-benchmark\results\debug\report-deepswe-v1.1-gpt56-sol-local-r01\dasel-html-document-format\codex-cli\dasel-html-document-format-codex-cli-run-01\metadata\contracts\harness-report.json
dasel-html-document-format-tura-balanced-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,dasel-html-document-format,tura-balanced,tura-balanced-gpt5.6-sol-high,gpt-5.6-sol,high,20,1340119,1227776,25064,7686,1365183,0,1,0.0,1.927523,True,task-report.source,1365183,True,0,0,1365183,1.927523,C:\Users\liuliu\Documents\tura-benchmark\results\debug\report-deepswe-v1.1-gpt56-sol-local-r01\dasel-html-document-format\tura-balanced\dasel-html-document-format-tura-balanced-run-01\metadata\contracts\harness-report.json
dasel-html-document-format-tura-direct-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,dasel-html-document-format,tura-direct,tura-direct-gpt5.6-sol-high,gpt-5.6-sol,high,13,562861,503552,17466,4368,580327,0,1,0.0,1.072301,True,task-report.source,580327,True,0,0,580327,1.072301,C:\Users\liuliu\Documents\tura-benchmark\results\debug\report-deepswe-v1.1-gpt56-sol-local-r01\dasel-html-document-format\tura-direct\dasel-html-document-format-tura-direct-run-01\metadata\contracts\harness-report.json
dynamodb-toolbox-conditional-attribute-requirements-codex-cli-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,dynamodb-toolbox-conditional-attribute-requirements,codex-cli,codex-cli-gpt5.6-sol-medium,gpt-5.6-sol,medium,67,7297763,7011200,17500,2305,7315263,1,1,1.0,5.463415,True,task-report.source,7315263,True,0,0,7315263,5.463415,C:\Users\liuliu\Documents\tura-benchmark\results\debug\report-deepswe-v1.1-gpt56-sol-local-r01\dynamodb-toolbox-conditional-attribute-requirements\codex-cli\dynamodb-toolbox-conditional-attribute-requirements-codex-cli-run-01\metadata\contracts\harness-report.json
dynamodb-toolbox-conditional-attribute-requirements-tura-direct-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,dynamodb-toolbox-conditional-attribute-requirements,tura-direct,tura-direct-gpt5.6-sol-high,gpt-5.6-sol,high,23,2334737,2176256,30646,12066,2365383,1,1,1.0,2.799913,True,task-report.source,2365383,True,0,0,2365383,2.799913,C:\Users\liuliu\Documents\tura-benchmark\results\debug\report-deepswe-v1.1-gpt56-sol-local-r01\dynamodb-toolbox-conditional-attribute-requirements\tura-direct\dynamodb-toolbox-conditional-attribute-requirements-tura-direct-run-01\metadata\contracts\harness-report.json
fd-deterministic-multi-key-sorting-codex-cli-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,fd-deterministic-multi-key-sorting,codex-cli,codex-cli-gpt5.6-sol-medium,gpt-5.6-sol,medium,32,2952276,2757632,9764,1866,2962040,0,1,0.0,2.644956,True,task-report.source,2962040,True,0,0,2962040,2.644956,C:\Users\liuliu\Documents\tura-benchmark\results\debug\report-deepswe-v1.1-gpt56-sol-local-r01\fd-deterministic-multi-key-sorting\codex-cli\fd-deterministic-multi-key-sorting-codex-cli-run-01\metadata\contracts\harness-report.json
fd-deterministic-multi-key-sorting-tura-balanced-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,fd-deterministic-multi-key-sorting,tura-balanced,tura-balanced-gpt5.6-sol-high,gpt-5.6-sol,high,19,1673375,1557760,24293,6839,1697668,1,1,1.0,2.085745,True,task-report.source,1697668,True,0,0,1697668,2.085745,C:\Users\liuliu\Documents\tura-benchmark\results\debug\report-deepswe-v1.1-gpt56-sol-local-r01\fd-deterministic-multi-key-sorting\tura-balanced\fd-deterministic-multi-key-sorting-tura-balanced-run-01\metadata\contracts\harness-report.json
fd-deterministic-multi-key-sorting-tura-direct-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,fd-deterministic-multi-key-sorting,tura-direct,tura-direct-gpt5.6-sol-high,gpt-5.6-sol,high,4,157349,124928,3141,1553,160490,1,1,1.0,0.318799,True,task-report.source,160490,True,0,0,160490,0.318799,C:\Users\liuliu\Documents\tura-benchmark\results\debug\report-deepswe-v1.1-gpt56-sol-local-r01\fd-deterministic-multi-key-sorting\tura-direct\fd-deterministic-multi-key-sorting-tura-direct-run-01\metadata\contracts\harness-report.json
happy-dom-abort-pending-body-reads-codex-cli-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,happy-dom-abort-pending-body-reads,codex-cli,codex-cli-gpt5.6-sol-medium,gpt-5.6-sol,medium,63,6629900,6350208,13917,2232,6643817,1,1,1.0,4.991074,True,task-report.source,6643817,True,0,0,6643817,4.991074,C:\Users\liuliu\Documents\tura-benchmark\results\debug\report-deepswe-v1.1-gpt56-sol-local-r01\happy-dom-abort-pending-body-reads\codex-cli\happy-dom-abort-pending-body-reads-codex-cli-run-01\metadata\contracts\harness-report.json
happy-dom-abort-pending-body-reads-tura-balanced-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,happy-dom-abort-pending-body-reads,tura-balanced,tura-balanced-gpt5.6-sol-high,gpt-5.6-sol,high,28,3189065,3008768,26359,8491,3215424,1,1,1.0,3.196639,True,task-report.source,3215424,True,0,0,3215424,3.196639,C:\Users\liuliu\Documents\tura-benchmark\results\debug\report-deepswe-v1.1-gpt56-sol-local-r01\happy-dom-abort-pending-body-reads\tura-balanced\happy-dom-abort-pending-body-reads-tura-balanced-run-01\metadata\contracts\harness-report.json
happy-dom-abort-pending-body-reads-tura-direct-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,happy-dom-abort-pending-body-reads,tura-direct,tura-direct-gpt5.6-sol-high,gpt-5.6-sol,high,32,2889442,2756864,25728,8160,2915170,1,1,1.0,2.813162,True,task-report.source,2915170,True,0,0,2915170,2.813162,C:\Users\liuliu\Documents\tura-benchmark\results\debug\report-deepswe-v1.1-gpt56-sol-local-r01\happy-dom-abort-pending-body-reads\tura-direct\happy-dom-abort-pending-body-reads-tura-direct-run-01\metadata\contracts\harness-report.json
katex-multicolumn-array-spans-codex-cli-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,katex-multicolumn-array-spans,codex-cli,codex-cli-gpt5.6-sol-medium,gpt-5.6-sol,medium,55,5582172,5365120,13609,4192,5595781,0,1,0.0,4.17609,True,task-report.source,5595781,True,0,0,5595781,4.17609,C:\Users\liuliu\Documents\tura-benchmark\results\debug\report-deepswe-v1.1-gpt56-sol-local-r01\katex-multicolumn-array-spans\codex-cli\katex-multicolumn-array-spans-codex-cli-run-01\metadata\contracts\harness-report.json
katex-multicolumn-array-spans-tura-balanced-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,katex-multicolumn-array-spans,tura-balanced,tura-balanced-gpt5.6-sol-high,gpt-5.6-sol,high,29,2590654,2475776,40605,22451,2631259,1,1,1.0,3.030428,True,task-report.source,2631259,True,0,0,2631259,3.030428,C:\Users\liuliu\Documents\tura-benchmark\results\debug\report-deepswe-v1.1-gpt56-sol-local-r01\katex-multicolumn-array-spans\tura-balanced\katex-multicolumn-array-spans-tura-balanced-run-01\metadata\contracts\harness-report.json
katex-multicolumn-array-spans-tura-direct-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,katex-multicolumn-array-spans,tura-direct,tura-direct-gpt5.6-sol-high,gpt-5.6-sol,high,26,2219910,2089728,22995,11784,2242905,0,1,0.0,2.385624,True,task-report.source,2242905,True,0,0,2242905,2.385624,C:\Users\liuliu\Documents\tura-benchmark\results\debug\report-deepswe-v1.1-gpt56-sol-local-r01\katex-multicolumn-array-spans\tura-direct\katex-multicolumn-array-spans-tura-direct-run-01\metadata\contracts\harness-report.json
langchain-request-coalescing-codex-cli-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,langchain-request-coalescing,codex-cli,codex-cli-gpt5.6-sol-medium,gpt-5.6-sol,medium,71,7611497,7366016,33070,6610,7644567,1,1,1.0,5.902513,True,task-report.source,7644567,True,0,0,7644567,5.902513,C:\Users\liuliu\Documents\tura-benchmark\results\debug\report-deepswe-v1.1-gpt56-sol-local-r01\langchain-request-coalescing\codex-cli\langchain-request-coalescing-codex-cli-run-01\metadata\contracts\harness-report.json
langchain-request-coalescing-tura-balanced-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,langchain-request-coalescing,tura-balanced,tura-balanced-gpt5.6-sol-high,gpt-5.6-sol,high,26,2300328,2156032,43078,20520,2343406,1,1,1.0,3.091836,True,task-report.source,2343406,True,0,0,2343406,3.091836,C:\Users\liuliu\Documents\tura-benchmark\results\debug\report-deepswe-v1.1-gpt56-sol-local-r01\langchain-request-coalescing\tura-balanced\langchain-request-coalescing-tura-balanced-run-01\metadata\contracts\harness-report.json
langchain-request-coalescing-tura-direct-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,langchain-request-coalescing,tura-direct,tura-direct-gpt5.6-sol-high,gpt-5.6-sol,high,11,551703,479488,23551,9981,575254,0,1,0.0,1.307349,True,task-report.source,575254,True,0,0,575254,1.307349,C:\Users\liuliu\Documents\tura-benchmark\results\debug\report-deepswe-v1.1-gpt56-sol-local-r01\langchain-request-coalescing\tura-direct\langchain-request-coalescing-tura-direct-run-01\metadata\contracts\harness-report.json
narwhals-rolling-window-suite-codex-cli-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,narwhals-rolling-window-suite,codex-cli,codex-cli-gpt5.6-sol-medium,gpt-5.6-sol,medium,64,7445724,7201792,21322,4163,7467046,1,1,1.0,5.460216,True,task-report.source,7467046,True,0,0,7467046,5.460216,C:\Users\liuliu\Documents\tura-benchmark\results\debug\report-deepswe-v1.1-gpt56-sol-local-r01\narwhals-rolling-window-suite\codex-cli\narwhals-rolling-window-suite-codex-cli-run-01\metadata\contracts\harness-report.json
narwhals-rolling-window-suite-tura-balanced-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,narwhals-rolling-window-suite,tura-balanced,tura-balanced-gpt5.6-sol-high,gpt-5.6-sol,high,27,3156118,2970880,31388,8950,3187506,1,1,1.0,3.35327,True,task-report.source,3187506,True,0,0,3187506,3.35327,C:\Users\liuliu\Documents\tura-benchmark\results\debug\report-deepswe-v1.1-gpt56-sol-local-r01\narwhals-rolling-window-suite\tura-balanced\narwhals-rolling-window-suite-tura-balanced-run-01\metadata\contracts\harness-report.json
narwhals-rolling-window-suite-tura-direct-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,narwhals-rolling-window-suite,tura-direct,tura-direct-gpt5.6-sol-high,gpt-5.6-sol,high,16,1063164,968960,18424,6530,1081588,1,1,1.0,1.50822,True,task-report.source,1081588,True,0,0,1081588,1.50822,C:\Users\liuliu\Documents\tura-benchmark\results\debug\report-deepswe-v1.1-gpt56-sol-local-r01\narwhals-rolling-window-suite\tura-direct\narwhals-rolling-window-suite-tura-direct-run-01\metadata\contracts\harness-report.json
numba-stencil-boundary-modes-codex-cli-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,numba-stencil-boundary-modes,codex-cli,codex-cli-gpt5.6-sol-medium,gpt-5.6-sol,medium,52,5406544,5320192,14893,3760,5421437,1,1,1.0,3.538646,True,task-report.source,5421437,True,0,0,5421437,3.538646,C:\Users\liuliu\Documents\tura-benchmark\results\debug\report-deepswe-v1.1-gpt56-sol-local-r01\numba-stencil-boundary-modes\codex-cli\numba-stencil-boundary-modes-codex-cli-run-01\metadata\contracts\harness-report.json
numba-stencil-boundary-modes-tura-balanced-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,numba-stencil-boundary-modes,tura-balanced,tura-balanced-gpt5.6-sol-high,gpt-5.6-sol,high,22,2112021,1999360,28180,13854,2140201,1,1,1.0,2.408385,True,task-report.source,2140201,True,0,0,2140201,2.408385,C:\Users\liuliu\Documents\tura-benchmark\results\debug\report-deepswe-v1.1-gpt56-sol-local-r01\numba-stencil-boundary-modes\tura-balanced\numba-stencil-boundary-modes-tura-balanced-run-01\metadata\contracts\harness-report.json
numba-stencil-boundary-modes-tura-direct-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,numba-stencil-boundary-modes,tura-direct,tura-direct-gpt5.6-sol-high,gpt-5.6-sol,high,15,923524,868608,14443,6313,937967,1,1,1.0,1.142174,True,task-report.source,937967,True,0,0,937967,1.142174,C:\Users\liuliu\Documents\tura-benchmark\results\debug\report-deepswe-v1.1-gpt56-sol-local-r01\numba-stencil-boundary-modes\tura-direct\numba-stencil-boundary-modes-tura-direct-run-01\metadata\contracts\harness-report.json
pest-character-class-coalescing-codex-cli-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,pest-character-class-coalescing,codex-cli,codex-cli-gpt5.6-sol-medium,gpt-5.6-sol,medium,30,2813764,2620160,12319,2687,2826083,0,1,0.0,2.64767,True,task-report.source,2826083,True,0,0,2826083,2.64767,C:\Users\liuliu\Documents\tura-benchmark\results\debug\report-deepswe-v1.1-gpt56-sol-local-r01\pest-character-class-coalescing\codex-cli\pest-character-class-coalescing-codex-cli-run-01\metadata\contracts\harness-report.json
pest-character-class-coalescing-tura-balanced-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,pest-character-class-coalescing,tura-balanced,tura-balanced-gpt5.6-sol-high,gpt-5.6-sol,high,29,3042229,2870016,31595,11516,3073824,0,1,0.0,3.243923,True,task-report.source,3073824,True,0,0,3073824,3.243923,C:\Users\liuliu\Documents\tura-benchmark\results\debug\report-deepswe-v1.1-gpt56-sol-local-r01\pest-character-class-coalescing\tura-balanced\pest-character-class-coalescing-tura-balanced-run-01\metadata\contracts\harness-report.json
pest-character-class-coalescing-tura-direct-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,pest-character-class-coalescing,tura-direct,tura-direct-gpt5.6-sol-high,gpt-5.6-sol,high,11,591804,482560,15195,6484,606999,0,1,0.0,1.24335,True,task-report.source,606999,True,0,0,606999,1.24335,C:\Users\liuliu\Documents\tura-benchmark\results\debug\report-deepswe-v1.1-gpt56-sol-local-r01\pest-character-class-coalescing\tura-direct\pest-character-class-coalescing-tura-direct-run-01\metadata\contracts\harness-report.json
quill-shared-toolbar-focus-codex-cli-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,quill-shared-toolbar-focus,codex-cli,codex-cli-gpt5.6-sol-medium,gpt-5.6-sol,medium,46,4541544,4234368,17778,3511,4559322,0,1,0.0,4.186404,True,task-report.source,4559322,True,0,0,4559322,4.186404,C:\Users\liuliu\Documents\tura-benchmark\results\debug\report-deepswe-v1.1-gpt56-sol-local-r01\quill-shared-toolbar-focus\codex-cli\quill-shared-toolbar-focus-codex-cli-run-01\metadata\contracts\harness-report.json
quill-shared-toolbar-focus-tura-direct-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,quill-shared-toolbar-focus,tura-direct,tura-direct-gpt5.6-sol-high,gpt-5.6-sol,high,29,2898104,2761472,23680,11111,2921784,1,1,1.0,2.774296,True,task-report.source,2921784,True,0,0,2921784,2.774296,C:\Users\liuliu\Documents\tura-benchmark\results\debug\report-deepswe-v1.1-gpt56-sol-local-r01\quill-shared-toolbar-focus\tura-direct\quill-shared-toolbar-focus-tura-direct-run-01\metadata\contracts\harness-report.json
testem-per-launcher-reports-codex-cli-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,testem-per-launcher-reports,codex-cli,codex-cli-gpt5.6-sol-medium,gpt-5.6-sol,medium,52,5531909,5431808,16759,3294,5548668,0,1,0.0,3.719179,True,task-report.source,5548668,True,0,0,5548668,3.719179,C:\Users\liuliu\Documents\tura-benchmark\results\debug\report-deepswe-v1.1-gpt56-sol-local-r01\testem-per-launcher-reports\codex-cli\testem-per-launcher-reports-codex-cli-run-01\metadata\contracts\harness-report.json
testem-per-launcher-reports-tura-balanced-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,testem-per-launcher-reports,tura-balanced,tura-balanced-gpt5.6-sol-high,gpt-5.6-sol,high,55,6123049,5916928,41488,14095,6164537,0,1,0.0,5.233709,True,task-report.source,6164537,True,0,0,6164537,5.233709,C:\Users\liuliu\Documents\tura-benchmark\results\debug\report-deepswe-v1.1-gpt56-sol-local-r01\testem-per-launcher-reports\tura-balanced\testem-per-launcher-reports-tura-balanced-run-01\metadata\contracts\harness-report.json
testem-per-launcher-reports-tura-direct-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,testem-per-launcher-reports,tura-direct,tura-direct-gpt5.6-sol-high,gpt-5.6-sol,high,19,1284785,1176832,18924,6259,1303709,1,1,1.0,1.695901,True,task-report.source,1303709,True,0,0,1303709,1.695901,C:\Users\liuliu\Documents\tura-benchmark\results\debug\report-deepswe-v1.1-gpt56-sol-local-r01\testem-per-launcher-reports\tura-direct\testem-per-launcher-reports-tura-direct-run-01\metadata\contracts\harness-report.json
